case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,1,18,18,1,2,11525,2176,37.49,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,4,4,0,2,9360,1856,31.37,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5273,2048,28.49,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,1,0,0,1,2,8677,1664,26.36,0.989,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,4,True,11,1.0,1.0,0,1.0,3,0,3,0,1,4,4,1,3,15726,2368,40.55,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5131,1920,27.22,0.978,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,1,0,0,0,1,2,11398,2560,37.06,0.978,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5117,1856,24.91,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,2,1,0,0,3,2,10822,2240,32.76,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5152,1920,24.02,1.0,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,1,0,0,1,2,9686,1664,23.39,0.99,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5108,1856,24.68,1.0,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4806,1600,20.95,0.805,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4269,1088,14.51,0.929,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4889,1664,20.49,0.923,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4881,1664,20.64,0.956,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4710,1536,18.56,0.833,,
instance_hard,gpt-5-mini,both_inert,none,name+key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4683,1472,21.6,0.939,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,4,4,0,2,9491,1472,29.74,0.982,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5348,1856,27.73,0.989,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,2,True,11,1.0,1.0,0,1.0,3,0,3,0,0,8,8,0,6,31816,2112,38.18,0.991,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,6,8,0,4,20666,1984,37.04,1.0,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,4,4,0,2,10733,2048,34.28,1.0,,
instance_hard,gpt-5-mini,both_cognitive,instance,name+key+attrs+rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,1,4,4,1,2,11008,2176,36.72,1.0,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5714,2176,26.61,1.0,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,1,True,9,1.0,0.818,0,0.5,7,2,3,0,1,0,0,1,2,9944,1728,25.83,0.989,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5673,2176,27.77,1.0,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,1,0,0,1,2,11287,2368,37.61,0.989,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,4698,1152,16.5,1.0,,
instance_hard,gpt-5-mini,one_inert,instance,name+key+attrs+rels,unbounded,5,True,9,1.0,0.818,0,0.5,7,2,3,0,1,0,0,1,2,12190,2816,37.31,0.989,,
instance_hard,gpt-5-mini,both_inert,instance,name+key+attrs+rels,unbounded,0,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5283,1856,23.55,0.978,,
instance_hard,gpt-5-mini,both_inert,instance,name+key+attrs+rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,4316,896,12.9,1.0,,
instance_hard,gpt-5-mini,both_inert,instance,name+key+attrs+rels,unbounded,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5162,1728,20.17,0.978,,
instance_hard,gpt-5-mini,both_inert,instance,name+key+attrs+rels,unbounded,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,5071,1600,18.73,0.956,,
