case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,5416,2176,29.55,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,1,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,2,8639,1344,23.76,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,3,15464,2240,35.05,0.978,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,3,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4997,1728,23.64,0.989,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,2,10260,2112,28.44,0.989,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,0,5,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,2,11750,2880,42.35,0.989,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,2,9991,1984,28.04,0.99,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,1,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,4958,1664,25.97,0.957,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,2,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,1,4930,1664,24.16,0.978,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,2,9659,1984,30.01,0.99,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,4,True,9,1.0,0.818,0,0.5,7,2,3,0,0,0,0,0,2,10830,2432,36.16,0.978,,
instance_hard,gpt-5-mini,one_inert,none,name+key+attrs+rels,0,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,4808,1536,21.75,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,3,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,3,3,0,2,10085,2304,27.41,1.0,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,3,1,True,11,1.0,1.0,0,1.0,3,0,3,0,1,0,0,1,2,9382,1664,20.15,0.957,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,3,2,True,8,1.0,0.727,0,0.25,9,3,3,0,0,3,3,0,2,10398,2304,28.65,0.991,,
instance_hard,gpt-5-mini,both_cognitive,none,name+key+attrs+rels,3,3,True,11,1.0,1.0,0,1.0,3,0,3,0,0,3,3,0,2,9778,1920,23.83,0.977,,
