case,model,placement,reference_variant,evidence,budget,trial,submitted,proposed,precision,recall,surviving_instance_fc,experiment_only_recall,residual_total,residual_experiment_only,residual_native,confirmed_provision,refuted_provision,interrogated,interrogate_calls,provision_calls,turns,total_tokens,reasoning_tokens,latency_s,mean_conf_correct,mean_conf_incorrect,surviving_traps
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,0,True,11,1.0,1.0,0,1.0,3,0,3,0,0,0,0,0,1,1467,302,8.6,0.704,,
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,1,True,6,1.0,0.545,0,0.5,13,2,3,0,0,0,0,0,1,1439,334,8.53,0.793,,
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,2,True,7,1.0,0.636,0,0.5,11,2,3,0,0,0,0,0,1,1931,814,17.35,0.74,,
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,3,True,9,1.0,0.818,0,1.0,7,0,3,0,0,0,0,0,1,1478,337,8.27,0.733,,
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,4,True,6,1.0,0.545,0,0.5,13,2,3,0,0,0,0,0,1,1529,424,9.95,0.747,,
instance_hard,gpt-5.6-sol,both_inert,none,id-only,unbounded,5,True,6,1.0,0.545,0,0.5,13,2,3,0,0,0,0,0,1,1424,319,7.68,0.88,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,0,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2790,430,9.3,0.896,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,1,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2794,434,10.07,0.93,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,2,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2942,582,12.89,0.961,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,3,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2675,315,8.32,0.904,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,4,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2674,314,6.86,0.939,,
instance_hard,gpt-5.6-sol,both_inert,none,rels,unbounded,5,True,7,1.0,0.636,0,0.0,11,4,3,0,0,0,0,0,1,2822,462,11.06,0.926,,
instance_hard,gpt-5.6-sol,both_inert,none,attrs,unbounded,0,True,3,1.0,0.273,0,0.0,19,4,3,0,0,0,0,0,1,1957,450,10.68,0.74,,
instance_hard,gpt-5.6-sol,both_inert,none,attrs,unbounded,1,True,3,1.0,0.273,0,0.0,19,4,3,0,0,0,0,0,1,2351,844,16.08,0.813,,
